confidence,context_source,doi_url,existing_abstract,existing_key_metrics_output,existing_particle_size_range,matched_item_id,matched_item_key,pdf,proposed_abstract,proposed_key_metrics_output,proposed_particle_size_range,proposed_pdf_available_zotero,proposed_reviewed,response_json,row,short_citation,source_url,status,url_cache,url_context_source
,,,,,,,,,,,,,,,711,,,no_zotero_match,,none
,,,,,,,,,,,,,,,712,,,no_zotero_match,,none
,,,,,,,,,,,,,,,713,,,no_zotero_match,,none
,,,,,,,,,,,,,,,714,,,no_zotero_match,,none
,,,,,,,,,,,,,,,715,,,no_zotero_match,,none
high,zotero_abstractNote,https://doi.org/10.2788/99475,,,,7015,UNLPPMUL,C:\Users\Scott.Coffin\Zotero\storage\Y7QBCJZK\European Commission et al_2013_Guidance on monitoring of marine litter in European seas.pdf,"The MSFD Technical Subgroup on Marine Litter was tasked to deliver guidance so that European Member States could initiate programmes for monitoring of Descriptor 10 of the MSFD. The present document provides the recommendations and information needed to commence the monitoring required for marine litter, including methodological protocols and categories of items to be used for the assessment of litter on the beach, water column, seafloor and biota, including a special section on microparticles.","Litter categories and items for assessment across beach, water column, seafloor, and biota compartments; microparticle characterization",,Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_4_UNLPPMUL.json,4,"Galgani et al., 2013",https://doi.org/10.2788/99475,llm_ok,,
,,https://doi.org/10.1520/D8402-23,,,,,,,,,,,,,6,ASTM D8402-23,https://doi.org/10.1520/d8402-23,no_zotero_match,,url_scrape_failed: [WinError 10054] An existing connection was forcibly closed by the remote host
high,zotero_abstractNote,https://www.iso.org/obp/ui/en/#iso:std:iso:16094:-2:ed-1:v1:en,,,,161,K8JP8LP7,,"This document establishes key principles for the investigation of microplastics in drinking water and water with low content of natural suspended solids using a microscopy technique coupled with vibrational spectroscopy.

This method is applicable to:

—    determine the size of microplastics [which range from 1 µm to 5 000 µm], count them and classify them by size range;

—    identify the chemical composition of microplastics, the main ones (most used in industry and most abundant in the environment) being: polyethylene (PE), polypropylene (PP), polyethylene terephthalate (PET), polycarbonate (PC), polystyrene (PS), polytetrafluoroethylene (PTFE), polyvinyl chloride (PVC), polyamide (PA), polymethyl methacrylate (PMMA) and polyurethane (PU);

This method is applicable to water with a low content of organic matter and other suspended matter as defined in ISO 6107 (1 mg/l to 100 mg/l or lower when interfering with the determination), i.e.,

—    ultrapure water;

—    water intended for human consumption;

—    raw groundwaters.

Given the very low concentrations of microplastics usually present in these waters, special attention needs to be paid to potential sources of contamination during sample preparation.

This method is intended to determine and characterize large numbers of particles in the sample in automatic mode.

This method can also identify the nature of the other particles that are outside the scope of this document, for example minerals, proteins, cellulose and pigments.

This method does not apply to the characterization of substances intentionally added to or adsorbed on the surface of microplastics. This method does not apply to the determination of the geometric shape of microplastics.","particle size, particle count, size classification, chemical composition (polymer type: PE, PP, PET, PC, PS, PTFE, PVC, PA, PMMA, PU)","1–5,000 μm",No,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_7_K8JP8LP7.json,7,ISO 16094-2:2025,https://www.iso.org/obp/ui/en/#iso:std:iso:16094:-2:ed-1:v1:en,llm_ok,,
,,https://doi.org/10.1520/D8402-23,,,,,,,,,,,,,6,ASTM D8402-23,https://doi.org/10.1520/d8402-23,no_zotero_match,,url_scrape_failed: [WinError 10054] An existing connection was forcibly closed by the remote host
,,https://www.iso.org/obp/ui/en/#iso:std:iso:16094:-2:ed-1:v1:en,,,,,,,,,,,,,8,ISO 16094-3 (DIS),https://www.iso.org/obp/ui/en/#iso:std:iso:16094:-2:ed-1:v1:en,no_zotero_match,,url_no_context
high,zotero_abstractNote,https://doi.org/10.2903/j.efsa.2016.4501,,,,3290,VGVVBJDW,"C:\Users\Scott.Coffin\Zotero\storage\HRZMXN4X\Presence of microplastics and nanoplastics in food, with particular focus on.pdf","Following a request from the German Federal Institute for Risk Assessment (BfR), the EFSA Panel for Contaminants in the Food Chain was asked to deliver a statement on the presence of microplastics and nanoplastics in food, with particular focus on seafood. Primary microplastics are plastics originally manufactured to be that size, while secondary microplastics originate from fragmentation. Nanoplastics can originate from engineered material or can be produced during fragmentation of microplastic debris. Microplastics range from 0.1 to 5,000 lm and nanoplastics from approximately 1 to 100 nm (0.001–0.1 lm). There is no legislation for microplastics and nanoplastics as contaminants in food. Methods are available for identiﬁcation and quantiﬁcation of microplastics in food, including seafood. Occurrence data are limited. In contrast to microplastics no methods or occurrence data in food are available for nanoplastics. Microplastics can contain on average 4% of additives and the plastics can adsorb contaminants. Both additives and contaminants can be of organic as well of inorganic nature. Based on a conservative estimate the presence of microplastics in seafood would have a small effect on the overall exposure to additives or contaminants. Toxicity and toxicokinetic data are lacking for both microplastics and nanoplastics for a human risk assessment. It is recommended that analytical methods should be further developed for microplastics and developed for nanoplastics and standardised, in order to assess their presence, identity and to quantify their amount in food. Furthermore, quality assurance should be in place and demonstrated. For microplastics and nanoplastics, occurrence data in food, including effects of food processing, in particular, for the smaller sized particles (< 150 lm) should be generated. Research on the toxicokinetics and toxicity, including studies on local effects in the gastrointestinal (GI) tract, are needed as is research on the degradation of microplastics and potential formation of nanoplastics in the human GI tract.","Presence, identity, and quantification of microplastics and nanoplastics in food; additive content (average 4%); contaminant adsorption; occurrence data; toxicity and toxicokinetic endpoints","Microplastics: 0.1–5,000 μm; Nanoplastics: 0.001–0.1 μm (1–100 nm)",Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_24_VGVVBJDW.json,24,"EFSA CONTAM Panel, 2016",https://doi.org/10.2903/j.efsa.2016.4501,llm_ok,,
,,https://doi.org/10.1520/D8402-23,,,,,,,,,,,,,6,ASTM D8402-23,https://doi.org/10.1520/d8402-23,no_zotero_match,,url_scrape_failed: [WinError 10054] An existing connection was forcibly closed by the remote host
,,https://www.iso.org/obp/ui/en/#iso:std:iso:16094:-2:ed-1:v1:en,,,,,,,,,,,,,8,ISO 16094-3 (DIS),https://www.iso.org/obp/ui/en/#iso:std:iso:16094:-2:ed-1:v1:en,no_zotero_match,,url_no_context
high,zotero_abstractNote,https://www.sciencedirect.com/science/article/pii/S0045653522037936,,,,1565,V7F839RR,C:\Users\Scott.Coffin\Zotero\storage\CG6LLAQU\De Frond et al. - 2023 - What determines accuracy of chemical identificatio.pdf,"Fourier transform infrared (FTIR) and Raman microspectroscopy are methods applied in microplastics research to determine the chemical identity of microplastics. These techniques enable quantification of microplastic particles across various matrices. Previous work has highlighted the benefits and limitations of each method and found these to be complimentary. Within this work, metadata collected within an interlaboratory method validation study was used to determine which variables most influenced successful chemical identification of un-weathered microplastics in simulated drinking water samples using FTIR and Raman microspectroscopy. No variables tested had a strong correlation with the accuracy of chemical identification (r = ≤0.63). The variables most correlated with accuracy differed between the two methods, and include both physical characteristics of particles (color, morphology, size, polymer type), and instrumental parameters (spectral collection mode, spectral range). Based on these results, we provide technical recommendations to improve capabilities of both methods for measuring microplastics in drinking water and highlight priorities for further research. For FTIR microspectroscopy, recommendations include considering the type of particle in question to inform sample presentation and spectral collection mode for sample analysis. Instrumental parameters should be adjusted for certain particle types when using Raman micro­ spectroscopy. For both instruments, the study highlighted the need for harmonization of spectral reference libraries among research groups, including the use of libraries containing reference materials of both weathered plastic and natural materials that are commonly found in environmental samples.","Chemical identification accuracy; polymer type; particle color, morphology, size; spectral collection mode; spectral range",,Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_35_V7F839RR.json,35,"De Frond et al., 2023",https://www.sciencedirect.com/science/article/pii/S0045653522037936,llm_ok,,
medium,url_landing_page,https://doi.org/10.1520/D8402-23,,,,,,,"This standard practice describes manufacturing methods to create microplastic particles from polymer pellets and the preparation of microplastic reference samples for calibration and proficiency evaluation of microplastic collection practices, preparation practices, and identification methods in all types of water matrices. The procedures yield irregularly shaped particles to remove analytical bias from using distinctive manufactured spherical beads.",microplastic particle reference samples for calibration and proficiency evaluation; particle shape characterization (irregularly shaped particles); polymer type identification,,No,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_6_url.json,6,ASTM D8402-23,https://doi.org/10.1520/d8402-23,llm_ok,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\url_context\https_doi_org_10_1520_d8402_23.txt,url_landing_page
,,https://www.iso.org/obp/ui/en/#iso:std:iso:16094:-2:ed-1:v1:en,,,,,,,,,,,,,8,ISO 16094-3 (DIS),https://www.iso.org/obp/ui/en/#iso:std:iso:16094:-2:ed-1:v1:en,no_zotero_match,,url_no_context
high,zotero_abstractNote,https://doi.org/10.1016/j.jhazmat.2021.125751,,,,58062,2SKY8WSD,C:\Users\Scott.Coffin\Zotero\storage\FCQZAU3E\Kokalj et al. - 2021 - Quality of nanoplastics and microplastics ecotoxicity studies Refining quality criteria for nanomat.pdf,"It is becoming increasingly important to develop assessment criteria for the quality of nanoplastics studies. This study is an attempt to establish such criteria based on those developed for engineered nanomaterials, the GUIDEnano and DaNa criteria being two representatives. These criteria were applied to studies on polystyrene nanoparticles (PS NPs), which currently represent the majority of studies on nanoplastics. We compiled a list of existing nanomaterial-related criteria that are not fully relevant to PS NPs and propose additional nanoplastic-specific criteria targeting polymer chemical composition, source, production and field collection, impurities/chemical additives, density, hydrophobicity, colour, and chemical leaching. For each criterion, scientific justification is provided. We conclude that the existing study quality assessments originally developed for nano(eco)toxicity studies can, through refinements, be applied to those dealing with nanoplastics studies, with a further outlook on microplastics. The final quality criteria catalogue presented here is intended as a starting point for further elaborations considering different purposes of an assessment.","Polymer chemical composition, source, production and field collection, impurities/chemical additives, density, hydrophobicity, colour, chemical leaching; study quality assessment criteria",,Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_41_2SKY8WSD.json,41,"Jemec Kokalj et al., 2021",https://doi.org/10.1016/j.jhazmat.2021.125751,llm_ok,,
high,pdf_first_300_lines,https://doi.org/10.1021/envhealth.5c00671,,,0.1 µm – 5 mm (MP); 1–100 nm (NP),254,5BAU3XQM,C:\Users\Scott.Coffin\Zotero\storage\287TQPSE\Thomas et al. - 2026 - Communicating Confidence in the Reliability of Micro- and Nanoplastic Identification in Human Health.pdf,"This perspective addresses the critical challenge of reliably identifying and quantifying micro- and nanoplastics in human tissues and biological fluids for health risk assessment. The authors propose a framework integrating orthogonal analytical techniques to enhance data reliability and introduce a hierarchical confidence matrix for reporting plastic particle identification. The framework categorizes analytical techniques (A, B, C) by selectivity and specificity, with minimum data requirements for four confidence levels: unequivocal identification, indicative, presumptive, and morphological-only detection. Key challenges discussed include sample contamination, spectral interference in vibrational microspectroscopy, matrix interference in pyrolysis-GC/MS, and the absence of standardized reference materials and uncertainty quantification methods. The authors emphasize the importance of transparent reporting of methodological limitations, rigorous study design, and the universal adoption of harmonized confidence criteria for reporting plastics in humans.","Particle morphology, chemical composition, physicochemical characteristics, particle size, number, mass, polymer type; confidence levels for plastic particle identification (unequivocal, indicative, presumptive)",0.1 μm – 5 mm (microplastics); <1 μm (nanoplastics),Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_46_5BAU3XQM.json,46,"Thomas et al., 2026",https://doi.org/10.1021/envhealth.5c00671,llm_ok,,
,zotero_abstractNote,https://doi.org/10.1186/s43591-025-00145-6,,,,238,Q7LKCP66,C:\Users\Scott.Coffin\Zotero\storage\Y8YZKC68\Hampton et al. - 2025 - The Toxicity of Microplastics Explorer (ToMEx) 2.0.pdf,,,,,,,47,"Thornton Hampton et al., 2025",https://doi.org/10.1186/s43591-025-00145-6,"llm_failed: Claude did not return valid JSON: ```json
{
  ""particle_size_range"": null,
  ""key_metrics_output"": ""toxicity data, hazard characterization, risk assessment, ecological health-based thresholds, species sensitivity distributions, dose-response data, organism-level and molecular/cellular endpoints"",
  ""abstract"": null,
  ""confidence"": ""high"",
  ""evidence"": {
    ""particle_size_range"": [],
    ""key_metrics_output"": [
      ""exploration, visualization, and analysis of toxicity data for both hazard characterization and risk assessment"",
      ""greater toxicities observed with smaller particle sizes, lack of dose–response data"",
      ""deriving ecological health-based microplastic thresholds using species sensitivity distributions"",
      ""molecular and cellular level endpoints"",
      ""organism and above"" endpoints
    ],
    ""abstract"": [
      ""Zotero abstractNote is populated and will be used directly""
    ]
  }
}
```",,
medium,url_landing_page,https://www.congress.gov/bill/114th-congress/house-bill/1321,,,,,,,"The Microbead-Free Waters Act of 2015 (Public Law 114-114) amends the Federal Food, Drug, and Cosmetic Act to ban rinse-off cosmetics containing intentionally-added plastic microbeads, with the ban effective beginning January 1, 2018, and manufacturing restrictions to follow.",,,No,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_61_url.json,61,"Microbead-Free Waters Act, 2015",https://www.congress.gov/bill/114th-congress/house-bill/1321,llm_ok,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\url_context\https_www_congress_gov_bill_114th_congress_house_bill_1321.txt,url_landing_page
,,https://doi.org/10.1520/D8332-20,,,,,,,,,,,,,65,ASTM D8333-20,https://doi.org/10.1520/d8332-20,no_zotero_match,,url_scrape_failed: [WinError 10054] An existing connection was forcibly closed by the remote host
,,https://doi.org/10.1520/D8489-23,,,,,,,,,,,,,67,ASTM D8489-23,https://doi.org/10.1520/d8489-23,no_zotero_match,,url_scrape_failed: [WinError 10054] An existing connection was forcibly closed by the remote host
high,zotero_abstractNote,https://doi.org/10.26434/chemrxiv.15002539/v1,,,20 µm – 53 µm ,58077,WSTICNNE,,"Research on microplastics is developing rapidly, but methods for quantifying the smallest particles (1-100 µm) remain limited. Automated spectroscopic methods using µ-FTIR and µ-Raman spectroscopy have been developed, but these methods are often time-consuming, require expensive filters, or show poor recovery of smaller particles. To address these problems, and as part of a larger effort to develop a cost-effective method for the rapid quantification of microplastic particles, we developed and validated a method for quantifying 20 – 53 µm microplastic fragments using µ-Raman spectroscopy on polycarbonate filters. Our method is fast, reliable, and does not require expensive consumables. We validated a method for polyethylene, polystyrene, and polyethylene terephthalate fragments with good precision for one sample run multiple times (~3 – 7% coefficient of variation) and independent samples of the same mass (~18 – 35%, depending on polymer). Recovery, tested across a larger size range of particles (up to 106 µm), ranged from 69 – 77% across polymers. KOH treatment (10 or 20%) reduced the recovery of our small polyethylene terephthalate particles. Our method proves promising, and we will continue its development and validation across a greater diversity of polymers, sizes and shapes, as well as with weathered particles extracted from environmental matrices.","Particle count, polymer type identification (polyethylene, polystyrene, polyethylene terephthalate), recovery rate (69–77%), coefficient of variation (3–7% within-run, 18–35% between samples)",20–53 µm (validated range); tested up to 106 µm,No,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_71_WSTICNNE.json,71,Covernton et al. (2026),https://doi.org/10.26434/chemrxiv.15002539/v1,llm_ok,,
high,zotero_abstractNote,https://doi.org/10.1016/j.chroma.2019.01.033,,Count/L by polymer/size/morphology; blank-corrected; LOD = mean(blanks) + 3 SD,≥5 µm (µFTIR; California DW extraction SOP),58078,XNXQV8MH,C:\Users\Scott.Coffin\Zotero\storage\V7AUVKEK\Duemichen et al. - 2019 - Automated thermal extraction-desorption gas chromatography mass spectrometry A multifunctional tool.pdf,"The TED-GC–MS analysis is a two-step method. A sample is first decomposed in a thermogravimetric analyzer (TGA) and the gaseous decomposition products are then trapped on a solid-phase adsorber. Subsequently, the solid-phase adsorber is analyzed with thermal desorption gas chromatography mass spectrometry (TDU-GC–MS). This method is ideally suited for the analysis of polymers and their degradation processes. Here, a new entirely automated system is introduced which enables high sample throughput and reproducible automated fractioned collection of decomposition products.
The fractionated collection together with low temperatures reduces the risk of contamination, improves instrumental stability and minimizes maintenance efforts. Through variation of the two main parameters (purge gas flow and heating rate) it is shown how the extraction process can be optimized. By measuring the decomposition products of polyethylene it is demonstrated that compounds with masses of up to 434 Da can be detected. This is achieved despite the low temperature (˜40 °C) of the solid-phase adsorber and the low thermal desorption temperature of 200 °C in the TDU unit.
It is now shown that automated TED-GC–MS represents a new flexible multi-functional method for comprehensive polymer analyses. Comparable polymer characterization was previously only achievable through a combination of multiple independent analytical methods. This is demonstrated by three examples focused on practical challenges in materials analysis and identification: The first one is the analysis of wood plastic composites for which the decomposition processes of the polymer and the bio polymer (wood) could be clearly distinguished by fractionated collection using sequential adsorbers. Secondly, a fast quantitative application is shown by determining the weight concentrations of an unknown polyolefin blend through comparison with a reference material. Additionally, the determination of microplastic concentrations in environmental samples is becoming an increasingly important analytical necessity. It is demonstrated that with TED-GC–MS calibration curves showing good linearity for the most important precursors for microplastic, even complex matrix materials (suspended particulate matter) can be successfully analyzed.",Polymer type identification; decomposition product mass (up to 434 Da); weight concentrations; microplastic concentrations in environmental samples; calibration linearity for microplastic precursors,,Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_81_XNXQV8MH.json,81,"Duemichen et al., 2019",https://doi.org/10.1016/j.chroma.2019.01.033,llm_ok,,
,,https://doi.org/10.1016/j.chemosphere.2017.02.010,,,,58080,RDA45EMW,,,,,,,,82,"Dümichen et al., 2017",https://doi.org/10.1016/j.chemosphere.2017.02.010,no_pdf_attachment,,url_scrape_failed: HTTP Error 403: Forbidden
high,zotero_abstractNote,https://www.sciencedirect.com/science/article/pii/S0039914025013256#da0010,,,,58053,RAGWNX3J,,"The assessment of the impact of microplastic contamination on the environment and human health requires a reliable identification of the polymer type of these particles. μ-Raman spectroscopy is a popular technique for identifying microplastics by comparing the reference spectra with those of the particles analysed. Automatic identification of microplastics requires defining an algorithm for the match between these spectra and setting a minimum match above which identification is performed with adequately high true and low false results rates. Ideally, the algorithm and match threshold should apply to different spectrometers and spectra collection parameters. This research presents a methodology to determine the best match algorithm for polymer identification using μ-Raman spectroscopy data collected on different instruments and laboratories, associated with a true positive rate (TP) of 95 % and a false positive rate (FP) lower than 5 %. Determining the match threshold (P5»P) by the bootstrap method does not require assumptions regarding match distribution. The normal distribution of the match between the reference and a particle's spectra from a different material allows FP determination. Identifying PET microparticles was optimal using Pearson's correlation coefficient (P5»P = 0.6244, TP = 95 %, FP = 4.9 × 10−7 %). Identification quality was tested based on three unweighted and three weighted correlation coefficients. Spectra with signal-to-noise ratios lower than 10 were forwarded to manual identifications. The MS Excel files used in the research are available as supporting information. The developed methodology for setting up identification criteria of microplastics by spectroscopy proved to be adequate for μ-Raman assessments and robust to different spectrometers and spectra collection conditions.","polymer type identification, true positive rate (TP), false positive rate (FP), match algorithm threshold, Pearson's correlation coefficient, signal-to-noise ratio",,No,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_83_RAGWNX3J.json,83,Fernandes et al. (2026),https://www.sciencedirect.com/science/article/pii/S0039914025013256#da0010,llm_ok,,
high,zotero_abstractNote,https://doi.org/10.1002/appl.202200089,,,1 µm – 5 mm,58083,4FG3HD3J,,"Abstract
            A fast method for microplastic detection is thermal extraction desorption‐gas chromatography/mass spectrometry (TED‐GC/MS), which uses polymer‐specific thermal decomposition products as marker compounds to determine polymer mass contents in environmental samples. So far, matrix impacts of different environmental matrices on TED‐GC/MS performance had not yet been assessed systematically. Therefore, three solid freshwater matrices representing different aquatic bodies with varying organic matter contents were spiked with a total of eight polymers. Additionally, for the first time, the two biodegradable polymers polybutylene adipate terephthalate (PBAT) and polylactide (PLA) were analysed using TED‐GC/MS. The methodological focus of this work was on detectability, quality of signal formation as well as realisation of quantification procedures and determination of the limit of detection (LOD) values. Overall, TED‐GC/MS allowed the unambiguous detection of the environmentally most relevant polymers analysed, even at low mass contents: 0.02 wt% for polystyrene (PS), 0.04 wt% for the tyre component styrene butadiene rubber (SBR) and 0.2 wt% for polypropylene (PP), polyethylene (PE) and PBAT. Further, all obtained LOD values were increased in all matrices compared to the neat polymer without matrix. The LOD of the standard polymers were increased similarly (PS: 0.21–0.34 µg, SBR: 0.27–0.38 µg, PP: 0.32–0.36 µg, PMMA: 0.64–1.30 µg, PET: 0.90–1.37 µg, PE: 3.80–6.99 µg) and their decompositions by radical scission processes were not significantly influenced by the matrices. In contrast, matrix‐specific LOD increases of both biodegradable polymers PBAT (LOD: 1.41–7.18 µg) and PLA (0.84–20.46 µg) were observed, probably due to their hetero‐functional character and interactions with the matrices. In conclusion, the TED‐GC/MS performance is not solely determined by the type of the polymers but also by the composition of the matrix.","Polymer mass content, limit of detection (LOD) values for PS (0.21–0.34 µg), SBR (0.27–0.38 µg), PP (0.32–0.36 µg), PMMA (0.64–1.30 µg), PET (0.90–1.37 µg), PE (3.80–6.99 µg), PBAT (1.41–7.18 µg), PLA (0.84–20.46 µg), polymer type identification, detectability, signal quality",,No,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_85_4FG3HD3J.json,85,"Kittner et al., 2023",https://doi.org/10.1002/appl.202200089,llm_ok,,
high,pdf_first_300_lines,https://doi.org/10.1016/j.envint.2022.107199,,,,2158,RRBFXSF5,C:\Users\Scott.Coffin\Zotero\storage\XMBBDP28\Leslie et al. - 2022 - Discovery and quantification of plastic particle p.pdf,"This study developed a robust sampling and analytical method using pyrolysis double shot-gas chromatography/mass spectrometry to measure plastic particles ≥700 nm in human whole blood from 22 healthy volunteers. Four high production volume polymers were identified and quantified in blood for the first time: polyethylene terephthalate, polyethylene, polymers of styrene, and poly(methyl methylacrylate). The mean sum quantifiable concentration of plastic particles in blood was 1.6 μg/ml, demonstrating that plastic particles are bioavailable for uptake into the human bloodstream and establishing the first measurement of mass concentration of polymeric components in human blood.","Mass concentration (μg/ml) of polymeric component; polymer type identification and quantification (polyethylene terephthalate, polyethylene, polystyrene, poly(methyl methylacrylate)); detection via pyrolysis-GC/MS",≥700 nm,Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_88_RRBFXSF5.json,88,"Leslie et al., 2022",https://doi.org/10.1016/j.envint.2022.107199,llm_ok,,
high,zotero_abstractNote,https://doi.org/10.1016/j.envpol.2019.113076,,,,58059,EI5C47NA,,"Soil and sludge are important pools for microplastics (MPs), however standard separation methods for MPs from these pools are still missing. We tested the widely used methods for MPs extraction from water and sediment to six agriculture surface soils and three sewage sludges from municipal wastewater treatment plants and included an additional pre-digestion procedure with 30% H2O2 before floatation to remove soil or sludge organic matter (OM). Extraction efficiency of MPs were evaluated under different separation conditions, including floatation solution (NaCl, ZnCl2, and NaI), filtration membrane, and oxidation solution. Results showed that H2O2 pre-digestion significantly increased MPs extraction in soil and sludge, especially the samples with high OM contents, particularly sludge. Floatation solution with higher densities recovered more MPs. The extra released MPs were mainly small fibrous MPs, probably because they are easily retained by aggregates. Our results provide an feasible separation method for MPs in soil and sludge, i.e., pre-digestion with 30% H2O2 at 70 °C, floatation with NaI solution, filtration through nylon membrane, and further oxidation with 30% H2O2 + H2SO4 or 30% H2O2 at 70 °C. About 420–1290 MP items/kg soil were detected in soil samples, while much higher numbers (5553–13460 MP items/kg) were found in sludge samples. The dominate morphology of MPs was white fiber with a size of 0.02–0.25 mm, while the main types of MPs, identified by a micro-Fourier transformed infrared spectroscopy (μ-FTIR), were polyethylene and polypropylene in soil samples and polyethylene, polyethylene terephthalate, and polyacrylonitrile in sludge samples.","MP particle count (items/kg), morphology, polymer type (PE, PP, PET, PAN), fiber identification via μ-FTIR",0.02–0.25 mm (20–250 μm),No,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_89_EI5C47NA.json,89,"Li et al., 2019",https://doi.org/10.1016/j.envpol.2019.113076,llm_ok,,
high,zotero_abstractNote,https://doi.org/10.3390/toxics14010105,,,,58060,UWZQJ4I5,C:\Users\Scott.Coffin\Zotero\storage\8GSWCL2B\Ling et al. - 2026 - A Cost-Effective Standardized Quantitative Detection Method for Soil Microplastics in Different Subs.pdf,"Microplastics (MPs) are emerging pollutants with widespread global distribution, continuously accumulating in soils and posing risks of cross-media pollution. Current soil MP detection methods lack unified standards, suffering from high inter-laboratory variability and cost, which become key bottlenecks limiting data comparability and global microplastics pollution control. Here, we systematically reviewed soil MPs studies (2020–2024) and based on stepwise verification, we established a standardized, reproducible detection method: soil samples were dried at 80 °C for 12 h; density separation was performed in Erlenmeyer flasks with decantation, 10 s glass rod stirring, and 12 h settling, repeated five times; digestion was conducted using a 1:2 volume ratio of H2O2 to supernatant at 80 °C for 8 h; and MPs were quantified via stereo-microscopy combined with ImageJ. It should be noted that the use of NaCl limits the recovery of high-density polymers (e.g., PVC, PET), and the minimum detectable particle size is approximately 127 µm. The method was validated in sandy, loam, and clay soils, achieving an average recovery rate of 96.4%, with a processing time of 68 h and a cost of USD 9.77 per sample. In contrast to previous fragmented, non-standardized protocols, this workflow synergistically optimizes high recovery efficiency, cost-effectiveness, and broad applicability, offering a low-cost, efficient, and widely applicable approach for soil MPs monitoring, supporting data comparability across studies and contributing to global pollution assessment and the United Nations 2030 Sustainable Development Goals.","Microplastic quantity, recovery rate (96.4% average), polymer type identification, particle detection via stereo-microscopy and ImageJ analysis",≥127 µm,Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_90_UWZQJ4I5.json,90,"Ling et al., 2026",https://doi.org/10.3390/toxics14010105,llm_ok,,
,,https://doi.org/10.1002/etc.5024,,,,,,,,,,,,,93,"Möller et al., 2022",https://doi.org/10.1002/etc.5024,no_zotero_match,,url_scrape_failed: HTTP Error 403: Forbidden
high,pdf_first_300_lines,https://doi.org/10.1016/j.ecoenv.2024.117428,,,,58066,85XVPFNB,C:\Users\Scott.Coffin\Zotero\storage\EBRAS9U6\Peneva et al. - 2025 - Microplastic analysis in soils A comparative assessment.pdf,"This comparative assessment evaluated seven analytical protocols for microplastic (MiP) quantification in soils with different textures and organic carbon contents. Protocols combined extraction procedures (density separation, enzymatic/oxidative digestion, solvent extraction) with detection techniques including digital microscopy, fluorescence microscopy, ATR-FTIR, FPA-µFTIR, µ-Raman spectroscopy, Pyrolysis-GC-MS, and ¹H NMR spectroscopy. Eight polymer types (HDPE, LDPE, PP, PS, PA, PET, PVC, and biodegradable PBAT/PLA) were tested as large particles (0.5–1 mm) and small particles (5–250 μm). Fluorescence microscopy achieved the highest recovery of large MiPs (88%), while Soxhlet extraction coupled with ¹H NMR provided the most reliable quantification for small biodegradable particles. Method performance varied significantly by polymer type and soil texture, with Raman spectroscopy most sensitive to soil organic matter interference. Results indicate that different methods have distinct sensitivities for different materials in different soils, requiring careful consideration when comparing MiP loads across methodologies.","Recovery percentage of microplastic particles by polymer type; particle identification and quantification; polymer type identification (HDPE, LDPE, PP, PS, PA, PET, PVC, PBAT/PLA); detection sensitivity comparison across methods; limits of detection; mass quantification for biodegradable polymers",0.5–1 mm (large microplastics) and 5–250 μm (small microplastics),Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_97_85XVPFNB.json,97,"Peneva et al., 2025",https://doi.org/10.1016/j.ecoenv.2024.117428,llm_ok,,
,,https://doi.org/10.3791/67064,,,,58067,MMSMCTFV,,,,,,,,103,"Ren et al., 2025",https://doi.org/10.3791/67064,no_pdf_attachment,,url_scrape_failed: <urlopen error [WinError 10054] An existing connection was forcibly closed by the remote host>
